line,question,question_type,keywords
698,About F-statistic?,linear regression,[]
699,Let me know about F-statistic?,linear regression,[]
700,What do you say about F-statistic?,linear regression,[]
701,What does F-statisticmean?,linear regression,[]
702,Explain F-statistic?,linear regression,[]
703,Define F-statistic?,linear regression,[]
704,Can you explain about F-statistic?,linear regression,[]
705,Can you say something about F-statistic?,linear regression,[]
706,Can you explain briefly about F-statistic?,linear regression,[]
707,Can you give a short summary about F-statistic?What is the significance of p-value statistically?,linear regression,"['summary', 'significance']"
708,What is the significance of p-value statistically in machine learning?,linear regression,"['learning', 'machine learning', 'significance']"
709,What is the significance of p-value statistically in data science?,linear regression,"['data science', 'data', 'significance']"
710,What is the significance of p-value statistically in python?,linear regression,"['python', 'significance']"
711,What is the significance of p-value statistically in R?,linear regression,"['r', 'significance']"
712,Tell me about the significance of p-value statistically?,linear regression,['significance']
713,What do you know about the significance of p-value statistically?,linear regression,['significance']
714,Do you know about the significance of p-value statistically?,linear regression,['significance']
715,What is the process of the significance of p-value statistically?,linear regression,['significance']
716,How the significance of p-value statistically works ?,linear regression,['significance']
717,Tell me the significance of p-value statistically?,linear regression,['significance']
718,About the significance of p-value statistically?,linear regression,['significance']
719,Let me know about the significance of p-value statistically?,linear regression,['significance']
720,What do you say about the significance of p-value statistically?,linear regression,['significance']
721,What does the significance of p-value statisticallymean?,linear regression,['significance']
722,Explain the significance of p-value statistically?,linear regression,['significance']
723,Define the significance of p-value statistically?,linear regression,['significance']
724,Can you explain about the significance of p-value statistically?,linear regression,['significance']
725,Can you say something about the significance of p-value statistically?,linear regression,['significance']
726,Can you explain briefly about the significance of p-value statistically?,linear regression,['significance']
727,Can you give a short summary about the significance of p-value statistically?What is positive correlation?,linear regression,"['correlation', 'summary', 'significance']"
728,What is positive correlation in machine learning?,linear regression,"['learning', 'machine learning', 'correlation']"
729,What is positive correlation in data science?,linear regression,"['data science', 'data', 'correlation']"
730,What is positive correlation in python?,linear regression,"['python', 'correlation']"
731,What is positive correlation in R?,linear regression,"['r', 'correlation']"
732,Tell me about positive correlation?,linear regression,['correlation']
733,What do you know about positive correlation?,linear regression,['correlation']
734,Do you know about positive correlation?,linear regression,['correlation']
735,What is the process of positive correlation?,linear regression,['correlation']
736,How positive correlation works ?,linear regression,['correlation']
737,Tell me positive correlation?,linear regression,['correlation']
738,About positive correlation?,linear regression,['correlation']
739,Let me know about positive correlation?,linear regression,['correlation']
740,What do you say about positive correlation?,linear regression,['correlation']
741,What does positive correlationmean?,linear regression,[]
742,Explain positive correlation?,linear regression,['correlation']
743,Define positive correlation?,linear regression,['correlation']
744,Can you explain about positive correlation?,linear regression,['correlation']
